"","provenance","created_at","user_id","screen_name","hi_text","en_text","source","favorite_count","retweet_count","hashtags","place_name","country_code","query","is_retweet","UID","country","hits"
"135","API","2018-02-01 05:52:56",848814775538769920,"ekmodibhakt","मोदी सरकार की पहल - neem-coated guaranteed urea, free electric connection, solar electricity, bigger irrigation facilities, integrated farming with allied activities, multi-cropping, food processing, online marketing, soil health cards
और क्या चाहिए? https://t.co/ADdtCzYP0w","Modi Government initiative - Neem-coated guaranteed urea, free electricity connection, solar power, big irrigation facilities, integrated farming with allied activities, multi-cropping, food processing, online marketing, soil health cards and what? https://t.co/ADdtCzYP0w","Twitter Web Client",17,22,"",NA,NA,"soil health",FALSE,91830,NA,"soil health"
"136","API","2018-02-01 01:42:08",2719219412,"amarnathphd","@narendramodi आपको यह मालूम हो कि 2-3 फीसदी किसानों के पास soil health card  पहुंचा है यदि ऐसा ही चलता रहा तो किसानों को इस कार्यक्रम का कोई लाभ नहीं होगा ।","@narendramodi Do you know that 2-3% of the farmers have reached the soil health card. If this continues, farmers will not have any benefit from this program.","Twitter for Android",1,0,"",NA,NA,"soil health",FALSE,91873,NA,"soil health"
"137","API","2018-01-30 12:54:33",850053050270183424,"shyamukurmi","@rsprasad @AgriCgGov @_DigitalIndia @RadhamohanBJP @AgriGoI @mygovindia @GoI_MeitY Soil health care के बारे में किसानो को जानकारी की अभाव है.  
कृषि विभाग और ग्राम सेवक किसानों को इसके बारे में कुछ जानकारी नही देते..
#Chhattisgarh के  @KabirdhamDist में किसानों के लिए ना soil health care बना रहे हैं और ना ही किसी प्रकार कि जानकारी दि जा रही है..
@AgriGoI","@rsprasad @AgriCgGov @_DigitalIndia @RadhamohanBJP @AgriGoI @mygovindia @GoI_MeitY Farmers lack information about soil health care. The Agriculture Department and the Gram Sevaks do not give any information about this to the farmers. # Chhattisgarh's @KabirdhamDist is not making any soil health care for the farmers nor is there any information available. @AgriGoI","Twitter for Android",0,0,"Chhattisgarh",NA,NA,"soil health",FALSE,92410,NA,"soil health;soil health"
"138","API","2018-01-30 03:54:44",2229114758,"shankumishra143","कृषि वैज्ञानिकों ने मृदा स्वास्थय पत्रक की जानकारी लेकर किया फसलों का निरीक्षण https://t.co/8VTQfpb31q https://t.co/w70luuuPQu","Agricultural scientists have inspected the crops by taking information of the soil health sheets https://t.co/8VTQfpb31q https://t.co/w70luuuPQu","WordPress.com",0,0,"",NA,NA,"soil health",FALSE,92472,NA,NA
"139","API","2018-01-30 03:54:33",3403880353,"Nishpaksh_Baat","कृषि वैज्ञानिकों ने मृदा स्वास्थय पत्रक की जानकारी लेकर किया फसलों का निरीक्षण - https://t.co/oZoK4dWeNX","Agricultural scientists inspect the crops with information about soil health sheets - https://t.co/oZoK4dWeNX","NIshpakshbaat.com",0,0,"",NA,NA,"soil health",FALSE,92473,NA,NA
"140","API","2018-01-29 05:26:05",74737184,"KashipurNest","@rsprasad @_DigitalIndia @RadhamohanBJP @AgriGoI @mygovindia @GoI_MeitY आपका Soil Health Card इसी प्रकार है जैसे किसी #बीमार को उसकी #ब्लड_रिपोर्ट पकड़ा दी जाय लेकिन उसके #इलाज के लिए कुछ न किया जाय ऒर उसे मरने के लिए छोड़ दिया जाय।","@rsprasad @_DigitalIndia @RadhamohanBJP @AgriGoI @mygovindia @GoI_MeitY Your Soil Health Card is similar to some # sick be caught by her # blood_report but her should not be done for treatment # and she should be left to die.","Twitter for Android",2,0,"बीमार|ब्लड_रिपोर्ट|इलाज",NA,NA,"soil health",FALSE,92845,NA,"soil health"
"141","API","2018-01-29 04:14:55",736822160627372032,"ARDMEHRA1966","देश के अन्नदाता के हितों को प्राथमिकता पर रख कर @narendramodi ji कि सरकार ने ""National Soil Health Card Scheme"" के तहत किसान भाइयों को जारी करवाए अब तक 11 करोड़ soil health cards. https://t.co/KKFxQl6pqw","By keeping the interest of the country's benefactor on the priority @narendramodi ji, the government has issued 11 million soil health cards to the farmers for release under the ""National Soil Health Card Scheme"". https://t.co/KKFxQl6pqw","Twitter for Android",18,19,"",NA,NA,"soil health",FALSE,92882,NA,"soil health;soil health"
"142","API","2018-02-05 10:14:26",342708401,"socialmediatbn","2016-17 में 5 करोड़ से अधिक किसानों ने #PMFBY योजना का फायदा उठाया है।
कई सालों से बंद पड़े 6 यूरिया कारखानों को हमारी सरकार ने दोबारा शुरू किया।
3.5करोड़ से ज्यादा किसानों को अब तक #SoilHealth कार्ड जारी कियेजा चुके हैं।
@AmitShah 
#ShahSpeaksInRajyaSabha https://t.co/Yr8tyIgcYx","More than 50 million farmers have taken advantage of the #PMFBY scheme in 2016-17. Our government again started the 6 urea factories closed for many years. So far, #SoilHealth Cards have been issued to more than 35 million farmers. @AmitShah #ShahSpeaksInRajyaSabha https://t.co/Yr8tyIgcYx","Twitter Web Client",1,0,"PMFBY|SoilHealth|ShahSpeaksInRajyaSabha",NA,NA,"#soilhealth",FALSE,93596,NA,"#soilhealth"
"143","API","2018-02-05 10:10:05",2676090294,"cpjoshiBJP","2016-17 में 5 करोड़ से अधिक किसानों ने #PMFBY योजना का फायदा उठाया है।
कई सालों से बंद पड़े 6 यूरिया कारखानों को हमारी सरकार ने दोबारा शुरू किया।
3.5 करोड़ से ज्यादा किसानों को अब तक #SoilHealth कार्ड जारी किये जा चुके हैं।
@AmitShah 
#ShahSpeaksInRajyaSabha","More than 50 million farmers have taken advantage of the #PMFBY scheme in 2016-17. Our government again started the 6 urea factories closed for many years. So far, #SoilHealth Cards have been issued to over 35 million farmers. @AmitShah #ShahSpeaksInRajyaSabha","Twitter Web Client",27,8,"PMFBY|SoilHealth|ShahSpeaksInRajyaSabha",NA,NA,"#soilhealth",FALSE,93597,NA,"#soilhealth"
"144","API","2018-02-05 09:51:30",439154852,"KailashOnline","2016-17 में 5 करोड़ से अधिक किसानों ने #PMFBY योजना का फायदा उठाया है।
कई सालों से बंद पड़े 6 यूरिया कारखानों को हमारी सरकार ने दोबारा शुरू किया।
3.5 करोड़ से ज्यादा किसानों को अब तक #SoilHealth कार्ड जारी किये जा चुके हैं।
@AmitShah 
#ShahSpeaksInRajyaSabha https://t.co/Ef6vXnx6CA","More than 50 million farmers have taken advantage of the #PMFBY scheme in 2016-17. Our government again started the 6 urea factories closed for many years. So far, #SoilHealth Cards have been issued to over 35 million farmers. @AmitShah #ShahSpeaksInRajyaSabha https://t.co/Ef6vXnx6CA","Twitter Web Client",178,57,"PMFBY|SoilHealth|ShahSpeaksInRajyaSabha",NA,NA,"#soilhealth",FALSE,93598,NA,"#soilhealth"
"145","API","2018-01-28 10:30:04",148670688,"GreenTV_India","#MittiKiAwaaz #SoilHealth #IARI #ICAR #मिट्टीस्वास्थ्य #मृदास्वास्थ्य #kisan #Farmers #Agriculture 

ग्रीन टीवी... https://t.co/pHUcnac1vp","#MittiKiAwaaz #SoilHealth #IARI #ICAR # Soil Health # Soil Health #kisan #Farmers #Agriculture NAGreen TV ... https://t.co/pHUcnac1vp","Facebook",0,0,"MittiKiAwaaz|SoilHealth|IARI|ICAR|मिट्टीस्वास्थ्य|मृदास्वास्थ्य|kisan|Farmers|Agriculture",NA,NA,"#soilhealth",FALSE,94100,NA,"#soilhealth"
"146","API","2018-01-16 15:04:10",147090389,"RAJIV1959","Soil Health Card...मिट्टी होगी स्वस्थ,फले-फूलेगी फसल।
जयश्रीराम, जयमोदीभैयाजी, जयकिसान, जयहिन्द, भारतमाता की जय।

https://t.co/mxAaysnMLq

via MyNt https://t.co/pYAiaApVCk","Soil Health Card ... soil will be healthy, flourish crop. JayashreeRam, Jayomodibhaiyaji, Jayakisan, Jaihind, Bharatmata's Jay. NAhttps://t.co/mxAaysnMLq via MyNt https://t.co/pYAiaApVCk","Twitter for iPhone",1,0,"",NA,NA,"soil health",FALSE,95399,NA,"soil health"
"147","API","2018-01-12 13:30:32",921680107927830528,"anmolKisan","#BigBreaking
बड़ा घोटाला सामने आ रहा है , गाँवो में किसानों के खेतों से soil sample लिए बिना ही soil health card उनके घर पंहुच रहे है #SoilHealthCard
@ramanmann1974 
@Devinder_Sharma 
@RadhamohanBJP 
@PMOIndia 
@VasundharaBJP 
@abpnewshindi 
@aajtak https://t.co/CbrBnpESaG","#BigBreaking exposed a scam, without the farmers' fields in villages soil to sample the soil health card is to access their home #SoilHealthCard @ Ramanmannl974 @Devinder_Sharma @RadhamohanBJP @PMOIndia @VasundharaBJP @abpnewshindi @aajtak Https: // T K co / cbrbnpESaG","Twitter for Android",8,3,"BigBreaking|SoilHealthCard",NA,NA,"soil health",FALSE,95959,NA,"soil health;#soilhealth"
"148","API","2018-01-11 12:18:29",3230765299,"bansalmani1977","भारत में आज भी जीवन किसानों के हाथों में है। 
मोदी जी @narendramodi किसानों के लिए कुछ ओर योजनाएं ले। soil health card best","Life is still in the hands of farmers in India. Modi ji @narendramodi take some side plans for the farmers. soil health card best","Twitter for Android",1,0,"",NA,NA,"soil health",FALSE,96177,NA,"soil health"
"149","API","2018-01-11 04:45:44",600780925,"Sachinpatel1979","आदमी का हेल्थ कार्ड तो सुना था लेकिन जब मोदी जी ने मिट्टी हेल्थ कार्ड (Soil Health Card) की बात की थी तो बहुत लोग... https://t.co/XcW9s7ZZk8","The man's health card was heard, but when Modi spoke of the Soil Health Card, many people ... https://t.co/XcW9s7ZZk8","Facebook",0,0,"",NA,NA,"soil health",FALSE,96285,NA,"soil health"
"150","API","2018-01-18 11:42:36",1743814838,"AGROWON","जमीन सुपिकतेवरून महाराष्ट्र हाय अॅलर्टवर..!
-------------------------------------------
शनिवारी (ता. २०) प्रकाशित होणार खास विशेषांक
आजच आपला अंक राखून ठेवा. अंकासाठी संपर्क : ९८८१५९८८१५
#AGROWON #AGROAGENDA #अॅग्रोवन #SoilHealth #SoilHealth18 #AGROWON_Soil_Fertility_Year2018 https://t.co/MtOG1vpxAX","Maharashtra alerts on land alarms from Maharashtra! ------------------------------------------- Published on Saturday (April 20) Keep a special note today for your special note. Contact for an item: 9 8815 9 8815 #AGROWON #AGROAGENDA #Agrowan #SoilHealth # SoilHealth18 # AGROWON_Soil_Fertility_Year2018 https://t.co/MtOG1vpxAX","Twitter Web Client",5,5,"AGROWON|AGROAGENDA|अॅग्रोवन|SoilHealth|SoilHealth18|AGROWON_Soil_Fertility_Year2018",NA,NA,"#soilhealth",FALSE,109690,NA,"#soilhealth;#soilhealth"
"151","API","2018-01-18 06:34:26",439864802,"tribhovandask","मध्य प्रदेश के पन्ना में रहने वाले सुरेन्द्र कुमार ने मृदा स्वास्थ्य कार्ड की सहायता से बढ़ाई अपनी फसल की पैदावार
#SoilHealth #SoilHealthCard #Agriculture #Farmers https://t.co/oRWQrRQumr","Surendra Kumar, living in Panna, Madhya Pradesh, extends with the help of Soil Health Card, his crop yields #SoilHealth #SoilHealthCard #Agriculture #Farmers https://t.co/oRWQrRQumr","Twitter for Android",3,0,"SoilHealth|SoilHealthCard|Agriculture|Farmers",NA,NA,"#soilhealth",FALSE,109716,NA,"#soilhealth;#soilhealth"
"152","API","2018-01-18 06:27:50",1461447398,"AgriGoI","मध्य प्रदेश के पन्ना में रहने वाले सुरेन्द्र कुमार ने मृदा स्वास्थ्य कार्ड की सहायता से बढ़ाई अपनी फसल की पैदावार
#SoilHealth #SoilHealthCard #Agriculture #Farmers https://t.co/wUhSi8HS9w","Surendra Kumar, living in Panna, Madhya Pradesh, has increased his crop yield with the help of Soil Health Card #SoilHealth #SoilHealthCard #Agriculture #Farmers https://t.co/wUhSi8HS9w","Twitter Web Client",46,13,"SoilHealth|SoilHealthCard|Agriculture|Farmers",NA,NA,"#soilhealth",FALSE,109720,NA,"#soilhealth;#soilhealth"
"153","API","2018-01-18 11:42:36",1743814838,"AGROWON","जमीन सुपिकतेवरून महाराष्ट्र हाय अॅलर्टवर..!
-------------------------------------------
शनिवारी (ता. २०) प्रकाशित होणार खास विशेषांक
आजच आपला अंक राखून ठेवा. अंकासाठी संपर्क : ९८८१५९८८१५
#AGROWON #AGROAGENDA #अॅग्रोवन #SoilHealth #SoilHealth18 #AGROWON_Soil_Fertility_Year2018 https://t.co/MtOG1vpxAX","Maharashtra alerts on land alarms from Maharashtra! ------------------------------------------- Published on Saturday (April 20) Keep a special note today for your special note. Contact for an item: 9 8815 9 8815 #AGROWON #AGROAGENDA #Agrowan #SoilHealth # SoilHealth18 # AGROWON_Soil_Fertility_Year2018 https://t.co/MtOG1vpxAX","Twitter Web Client",5,5,"AGROWON|AGROAGENDA|अॅग्रोवन|SoilHealth|SoilHealth18|AGROWON_Soil_Fertility_Year2018",NA,NA,"soil fertility",FALSE,111403,NA,"#soilhealth;#soilhealth"
"154","API","2018-01-09 09:48:10",80004572,"anshikashukla_","हरी खाद, an organic fertiliser, has all the essential nutrients (NPK) plus trace elements which help to maintain the soil fertility .. 

""मिट्टी की उर्वरता बनाए रखता है""

https://t.co/aiuSQITLIk","Green manure, an organic fertilizer, has all the essential nutrients (NPK) plus trace elements which help to maintain the soil fertility .. NA"" maintains soil fertility "" https://t.co/aiuSQITLIk","Twitter for iPhone",0,0,"",NA,NA,"soil fertility",FALSE,111936,NA,"soil fertility"
"155","API","2019-01-17 08:34:25",158782863,"ritesh26ran","@ShilpiSinghINC 
OROP, GST, भारत बांग्लादेश सीमा विवाद, जनधन योजना, आयुष्मान स्कीम, सौर ऊर्जा उत्पादन दुगुना हुआ, soil health card, फसल बीमा योजना,, ये तो केवल कुछ है https://t.co/qcLI5lrWV9","@ShilpiSinghINC OROP, GST, India, Bangladesh border dispute, Janhana Yojna, Ayushman scheme, solar power production doubled, soil health card, crop insurance scheme, these are only a few https://t.co/qcLI5lrWV9","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,112784,NA,"soil health"
"156","API","2019-01-12 16:15:31",974674264220631040,"25_ramnath","@BJP4UP @DrMNPandeyMP @amitmalviya @kpmaurya1 @drdineshbjp @SidharthNSingh @ptshrikant So what,
खाताखुलेगा।
आप इस भ्रम मेें कि मुफ्त बिजली कनेक्सन,जन धन ,soil health card,cylinder जिनको मिला वह आपके वोटर हो गये?आपको वोट दिया था मिडिल क्लास ने,वह अभी भी न नौकरी पा रहा न ,बच्चों को एक करोड़ खर्च कर डाक्टर बना पा रहा।गरीब, अमीर दोनोवेफिक्र हैं,मर तो मिडल क्लास रहा।","@ BJP4UP @DrMNPandeyMP @amitmalviya @ kpmaurya1 @drdineshbjp @SidharthNSingh @ptshrikant So what, the account will open Do you have the illusion that free power connections, public money, soil health card, cylinder, who got you got your voter? You had voted middle class, he is still unable to get a job, spent a million children to become a doctor The poor, the rich are two people, the dead is the middle class.","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,113904,NA,"soil health"
"157","API","2019-01-12 10:45:11",3377736434,"santosh151067","@INCIndia @RahulGandhi It is because of misrule of Congress for 58 years. It is @narendramodi  who has given dip irrigation, soil health card, neem coated urea, MSP to farmers. देश की समस्याओँ की जड कांग्रेस है। इसके खत्म होते ही सब सही।","@INCIndia @RahulGandhi It is because of misrule of Congress for 58 years. It is @narendramodi who has given dip irrigation, soil health card, neem coated urea, MSP to farmers There is a heavy congress of the country's problems. It ends all right then","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,113937,NA,"soil health"
"158","API","2019-01-10 08:36:16",846521766650527744,"GauriShankarMP","हमारा भारत एक कृषि प्रधान देश है, जिसकी लगभग 70% जनसंख्या प्रत्यक्ष एवं परोक्ष रूप से खेती पर निर्भर है व देश की अर्थव्यवस्था को मजबूत करने में मुख्य भूमिका निभाती है. केंद्र में मोदी सरकार,मृदा को बेहतर बनाने व किसानों को बेहतर जीवन प्रदान करने के लिए प्रतिबद्ध है.
#SoilHealth https://t.co/ObaUpdxi6t","Our India is an agricultural country, with about 70% of the population directly and indirectly dependent on farming and plays a key role in strengthening the country's economy. The Modi government at the center is committed to improve the soil and provide better life to the farmers. #SoilHealth https://t.co/ObaUpdxi6t","Twitter for Android",9,1,"SoilHealth",NA,NA,"#soilhealth",FALSE,115769,NA,"#soilhealth"
"159","API","2019-01-22 04:16:41",856387522594717696,"Ch_Rahul29","मोदी सरकार किसानों को Soil Health Card दे रही है, जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है। 
अभी तक देशभर में 17,93,40,643 सॉयल हेल्थ कार्ड किसानों को वितरित किए जा चुके हैं। https://t.co/oMwfARmpqR","The Modi government is giving Soil Health Card to the farmers, which is helping farmers get a good harvest by studying soil quality. So far 17,93,40,643 Soil Health Cards have been distributed to the farmers across the country. https://t.co/oMwfARmpqR","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,118591,NA,"soil health"
"160","API","2019-01-22 05:46:51",572491379,"MayankJainBJP","Towards the mission of doubling farmers income, @narendramodi Ji's govt has brought in rapid transformation in the production cycle 'Beej se bazaar tak'. From soil health card to crop insurance to E-Nam. A second green revolution ahead!
#लक्ष्य_हमारा_मोदी_दोबारा","Towards the mission of doubling farmers income, @narendramodi Ji's Government has brought in the rapid transformation in the production cycle 'Beej se bazaar tak'. From soil health card to crop insurance to E-Nam A second green revolution ahead! #Target_your_modi_dobara","Twitter Web Client",0,1,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118603,NA,"soil health"
"161","API","2019-01-29 12:02:58",1055838964022562816,"vinaymahajanbjp","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan
#bjympunjab
#bjymsocialmediapunjab","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #bjympunjab #bjymsocialmediapeenjab","Twitter for iPhone",0,0,"bjympunjab|bjymsocialmediapunjab",NA,NA,"soil health",FALSE,118619,NA,"soil health;soil health"
"162","API","2019-01-22 05:45:10",915432022885097472,"Maddy4Naryal","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
  17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan @ianuragthakur #लक्ष्य_हमारा_मोदी_दोबारा","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan @ianuragthakur #Target_Hama_Modi_Dobara","Twitter Web Client",1,0,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118621,NA,"soil health;soil health"
"163","API","2019-01-22 03:59:12",1021006720544518144,"BustaParul","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan
#लक्ष्य_हमारा_मोदी_दोबारा","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #Target_Hama_Modi_Dobara","Twitter for iPhone",0,0,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118628,NA,"soil health;soil health"
"164","API","2019-01-29 10:00:05",902205421875716096,"SharmaSharmaSh3","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है

17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan

#ModiDobara","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. NA17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #ModiDobara","Twitter for Android",1,2,"ModiDobara",NA,NA,"soil health",FALSE,118629,NA,"soil health;soil health"
"165","API","2019-01-22 09:43:44",902205421875716096,"SharmaSharmaSh3","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan @Bjym4H
@vishalchouhan79
#लक्ष्य_हमारा_मोदी_दोबारा","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan @ Bjym4H @ vishalchouhan79 # Target_Humara_Modi_Dobara","Twitter for Android",0,0,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118630,NA,"soil health;soil health"
"166","API","2019-01-22 05:01:47",700577544253222912,"kuldeepKhajuri3","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan

#लक्ष्य_हमारा_मोदी_दोबारा @Maddy4Naryal @PavanRanaRSS","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan NA#Target_Humara_Modi_Dobara @ Maddy4Naryal @PavanRanaRSS","Twitter for Android",0,1,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118632,NA,"soil health;soil health"
"167","API","2019-01-29 09:29:26",277532686,"ASHUABVP","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan
#bjympunjab
#bjymsocialmediapunjab","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #bjympunjab #bjymsocialmediapeenjab","Twitter for Android",1,0,"bjympunjab|bjymsocialmediapunjab",NA,NA,"soil health",FALSE,118634,NA,"soil health;soil health"
"168","API","2019-01-29 09:26:55",1078983785797091328,"Sandeep29479692","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan
#bjympunjab
#bjymsocialmediapunjab","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #bjympunjab #bjymsocialmediapeenjab","Twitter for Android",1,0,"bjympunjab|bjymsocialmediapunjab",NA,NA,"soil health",FALSE,118635,NA,"soil health;soil health"
"169","API","2019-01-29 07:38:07",409835866,"rajivarya1","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 

17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan

#ModiDobara","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. NA17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #ModiDobara","Twitter for Android",1,1,"ModiDobara",NA,NA,"soil health",FALSE,118641,NA,"soil health;soil health"
"170","API","2019-01-29 07:08:10",529443527,"KanaadAphale","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है
17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan
#ModiDobara","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #ModiDobara","Twitter for iPhone",0,0,"ModiDobara",NA,NA,"soil health",FALSE,118645,NA,"soil health;soil health"
"171","API","2019-01-22 08:14:12",1069945161197604864,"BjymMahanagar","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 

17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan

#लक्ष्य_हमारा_मोदी_दोबारा","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. NA17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #Target_Hama_Modi_Dobara","Twitter for Android",0,3,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118655,NA,"soil health;soil health"
"172","API","2019-01-22 03:42:29",484840742,"rishideryan","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 

17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan

#लक्ष्य_हमारा_मोदी_दोबारा 
#शिखरकीओरहिमाचल","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. NA17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan #Target_Humara_Modi_Dobara #SikhKarKiRimHimachal","Twitter for Android",2,0,"लक्ष्य_हमारा_मोदी_दोबारा|शिखरकीओरहिमाचल",NA,NA,"soil health",FALSE,118656,NA,"soil health;soil health"
"173","API","2019-01-29 05:24:46",484840742,"rishideryan","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
  17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan @ianuragthakur @KapilParmar @vishalchouhan79","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan @ianuragthakur @KapilParmar @ vishalchouhan79","Twitter for Android",1,0,"",NA,NA,"soil health",FALSE,118657,NA,"soil health;soil health"
"174","API","2019-01-22 05:49:48",484840742,"rishideryan","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
  17,93,40,643 Soil Health Cards have been Dispatched! @BJYM @poonam_mahajan @ianuragthakur #लक्ष्य_हमारा_मोदी_दोबारा","The Modi government is giving Soil Health Card to the farmers so that farmers are getting help in achieving a good crop by studying the quality of soils. 17,93,40,643 Soil Health Cards have been dispatched! @BJYM @poonam_mahajan @ianuragthakur #Target_Hama_Modi_Dobara","Twitter for Android",1,0,"लक्ष्य_हमारा_मोदी_दोबारा",NA,NA,"soil health",FALSE,118658,NA,"soil health;soil health"
